Id;Year_Birth;Education;Marital_Status;Income;Price2014;Quantity2014;Price2015;Quantity2015
43628;1975;PhD;Single;28161.32;107.29;30;106.06;29
5386;1969;Graduation;Married;47696.37;117.98;32;116.74;31
28087;1982;Master;Divorced;35684.86;112.09;32;110.87;31
2867;1989;Graduation;Divorced;19415;104.4;26;103.17;25
39656;1966;PhD;Married;58673.11;117.64;36;116.41;35
40653;1976;Graduation;Single;40884.79;108.46;30;107.23;29
4211;1956;Master;Single;41417.32;110.44;33;109.21;32
27279;1977;Graduation;Single;27171.37;108.03;27;106.8;27
25568;1958;PhD;Divorced;49140.04;112.3;34;111.08;33
42626;1980;PhD;Together;36105.28;113.77;35;112.54;34
6376;1974;PhD;Married;85572.33;118.97;40;117.74;39
49430;1988;Basic;Married;22517.28;103.24;26;102;26
36916;1965;PhD;Single;54965.05;113.84;35;112.6;34
11043;1948;Master;Divorced;157500.26;125.94;47;124.71;47
41796;1966;Master;Married;80088.37;122.25;39;121.03;38
43287;1972;Master;Married;44563.33;113.31;31;112.08;30
24849;1983;Graduation;Married;71116.91;120.46;38;119.23;37
40765;1953;PhD;Together;41328.71;112.55;30;111.3;29
5361;1985;Master;Single;55801.22;115.48;32;114.24;32
12705;1953;Master;Married;37285.15;110.5;33;109.26;33
8469;1977;Graduation;Together;38716.82;111.3;30;110.08;29
45499;1972;Master;Together;43863.9;109.5;32;108.27;31
10369;1977;2n Cycle;Married;68669.68;115.92;39;114.71;38
30750;1982;Graduation;Together;81351.23;124.53;42;123.31;41
25430;1965;Graduation;Married;78634.13;119.52;38;118.29;37
48922;1990;Graduation;Together;61789.73;114.67;33;113.43;32
47048;1984;Graduation;Married;37716.86;109.22;29;108;28
24468;1967;Basic;Married;57077.28;117.95;37;116.71;36
48513;1968;Graduation;Together;60227.39;117.34;38;116.09;37
25267;1964;Master;Married;32886.35;111.38;29;110.14;28
19936;1962;Graduation;Widow;38451.35;115.98;30;114.76;29
45916;1983;PhD;Married;62366.35;117.92;35;116.68;34
23186;1979;Graduation;Married;39248.78;108.86;29;107.63;28
23400;1972;PhD;Together;53719.23;110.73;33;109.51;32
32960;1972;Graduation;Together;27671.35;107.93;27;106.71;26
38344;1982;Master;Together;35793.73;110.12;32;108.89;31
24673;1959;Graduation;Married;84529.81;119.83;40;118.6;39
21772;1946;Graduation;Married;43218.16;112.88;31;111.63;30
13338;1968;Master;Divorced;64728.62;114.19;39;112.94;38
23910;1955;Graduation;Married;36961.38;111.42;29;110.18;28
32561;1965;2n Cycle;Single;35014.67;111;34;109.76;33
37410;1964;Graduation;Divorced;57919.29;117.93;34;116.71;33
12116;1957;2n Cycle;Single;65061.43;114.13;38;112.88;37
699;1977;Master;Together;44365.17;109.24;31;108;30
8391;1986;Basic;Divorced;68160.22;115.21;39;113.99;38
42646;1958;Graduation;Married;19405.75;104.96;27;103.73;26
23774;1956;Graduation;Divorced;15097.06;106.46;26;105.23;25
34504;1962;Graduation;Single;65154.04;117.48;36;116.22;35
33151;1971;Graduation;Widow;71605.96;122.87;39;121.62;38
9836;1952;PhD;Together;80143.83;122.88;43;121.64;42
42935;1977;PhD;Married;29626.41;108.63;28;107.4;27
41311;1970;PhD;Together;65691.68;116.6;34;115.36;33
32686;1942;Graduation;Married;53737.61;115.32;34;114.09;33
5271;1962;Graduation;Married;47142.93;117.99;33;116.75;32
28281;1972;2n Cycle;Single;29136.37;108.3;27;107.07;26
35681;1950;Graduation;Single;53944.81;112.87;35;111.64;34
21011;1965;Graduation;Married;42791.84;111.23;30;110.01;29
23968;1952;PhD;Together;50001.99;116.67;36;115.44;35
16326;1946;Graduation;Married;27431.79;110.1;30;108.88;29
35749;1953;Graduation;Married;58863.37;115.35;37;114.1;36
14823;1950;Graduation;Together;78789.89;121.12;39;119.89;38
41680;1963;PhD;Married;13723.85;108.31;29;107.08;28
24746;1945;PhD;Married;23477.69;106.69;29;105.46;28
5497;1992;Graduation;Single;64971.89;115.47;37;114.24;36
4247;1972;Graduation;Married;69899.35;119.11;40;117.86;39
16114;1988;Graduation;Married;35877.88;108.89;33;107.65;32
2869;1975;Graduation;Married;75434.19;120.27;38;119.04;38
29424;1989;Graduation;Married;46319.83;111.04;34;109.8;33
22426;1950;2n Cycle;Single;82583.5;121.18;40;119.95;40
12375;1965;Graduation;Together;68688.77;116.08;37;114.85;36
24020;1952;Graduation;Married;63961.26;115.9;37;114.66;36
12816;1972;PhD;Single;34933.69;112.01;31;110.77;30
18480;1965;Graduation;Widow;41445.79;115.43;30;114.21;29
11220;1972;Graduation;Together;47184.52;111.46;33;110.23;32
19958;1956;PhD;Divorced;66374.74;114.6;38;113.37;37
36411;1971;PhD;Single;58295.05;115.9;35;114.66;34
3044;1959;Basic;Married;29164.74;111.16;30;109.94;29
16814;1956;Master;Single;62526.33;118.72;35;117.49;34
9895;1941;PhD;Married;28581.27;105.68;30;104.44;29
24;1979;2n Cycle;Married;46824.25;115.5;33;114.27;32
26508;1949;Graduation;Single;66661.44;117.26;39;116.04;38
27261;1971;PhD;Together;54978.9;111.65;32;110.41;31
39060;1964;Graduation;Divorced;30523.53;110.83;31;109.59;30
40206;1956;Graduation;Together;86966.65;121.72;38;120.49;37
1095;1973;Master;Single;54691.01;113.35;32;112.12;31
29519;1988;PhD;Divorced;63208.38;114.36;36;113.13;35
29295;1970;Graduation;Together;24577.54;107.72;28;106.48;27
4963;1981;Graduation;Married;44521.92;110.48;29;109.26;28
45401;1975;Graduation;Single;70439.71;116.72;39;115.48;38
2705;1964;Graduation;Married;90091.62;120.19;41;118.97;40
41063;1987;PhD;Together;58085.43;115.75;35;114.54;34
43178;1978;PhD;Married;25449.19;108.52;26;107.29;25
37640;1958;Graduation;Married;72905.46;119.71;40;118.48;39
40629;1956;2n Cycle;Widow;94278.46;122.72;44;121.48;43
6224;1979;Master;Divorced;40088.53;111.66;32;110.41;31
44830;1961;Graduation;Divorced;32483.08;110.56;30;109.34;30
18627;1970;PhD;Divorced;7419.13;100.46;24;99.24;23
34008;1966;PhD;Divorced;46097.7;112.72;35;111.49;34
27025;1958;PhD;Together;31519.52;107.62;29;106.39;28
15337;1960;Graduation;Together;66961.98;117.79;38;116.54;37
8471;1970;Graduation;Together;68130.24;119.97;38;118.73;37
32814;1951;Graduation;Divorced;29079.45;113.53;30;112.29;30
8502;1970;PhD;Together;63320.83;115.68;35;114.45;35
39814;1979;Graduation;Together;82576.75;123.73;41;122.5;40
31091;1966;Master;Divorced;28186.18;109.98;28;108.75;27
45926;1968;Graduation;Together;44061.24;110.54;31;109.3;30
12424;1964;PhD;Married;56573.47;117.86;39;116.62;38
16345;1972;PhD;Together;63688.81;116.59;37;115.35;36
47756;1948;Master;Married;79657.44;123.5;38;122.27;37
32068;1948;Graduation;Married;40795.22;111.49;32;110.26;32
18006;1985;Graduation;Married;59596.41;116.17;36;114.94;35
41350;1966;Graduation;Together;52852.64;114.31;33;113.07;32
33092;1985;Graduation;Single;90817.7;120.2;43;118.96;42
40014;1958;PhD;Single;40577.38;111.93;31;110.7;30
7799;1950;PhD;Together;102297.04;128.26;46;127.03;45
14118;1970;Graduation;Divorced;28575.71;111;30;109.77;29
48650;1972;Graduation;Married;65081.52;117.29;35;116.05;35
1030;1973;Graduation;Together;38921.58;111.56;30;110.33;29
30772;1964;Graduation;Married;31074.72;112.5;29;111.28;28
23970;1976;Graduation;Divorced;65330.62;116.39;35;115.16;34
106;1949;Master;Divorced;35908.2;110.4;33;109.17;32
32824;1975;PhD;Widow;53220.41;112.28;33;111.05;33
42545;1974;Master;Together;71827.85;119.08;39;117.84;38
13727;1976;Graduation;Married;66308.74;117.12;36;115.89;36
42617;1950;PhD;Single;19425.16;105.42;27;104.17;26
16953;1961;Graduation;Married;47585.7;117.79;33;116.56;32
47126;1960;PhD;Together;27766.4;109.13;30;107.9;29
16594;1984;Graduation;Married;21823.68;105.33;26;104.11;25
30846;1970;Graduation;Single;91143.64;122.17;43;120.93;43
48238;1975;Basic;Married;69930.78;117.97;38;116.72;38
43379;1955;PhD;Single;73984.47;117.02;41;115.8;41
36802;1956;Graduation;Together;30090.42;107.09;31;105.86;30
32124;1962;PhD;Together;8954.93;104.78;23;103.56;22
24939;1952;Graduation;Single;42398.69;108.55;31;107.32;30
46217;1961;PhD;Married;76321.59;117.25;38;116.02;37
23903;1988;2n Cycle;Single;24686.97;112.2;28;110.98;27
28610;1964;Basic;Married;35186.2;111.59;31;110.35;30
37225;1955;Graduation;Widow;47293.36;112.93;34;111.68;33
20724;1957;PhD;Married;46094.2;114.87;36;113.65;35
6961;1981;Master;Single;36977.37;112.99;32;111.75;31
14841;1955;Graduation;Married;61824.57;117.43;37;116.19;36
9228;1966;PhD;Married;38241.05;110.26;33;109.03;32
45225;1990;PhD;Married;30717.29;108.33;28;107.08;27
7575;1960;PhD;Single;30325.95;108.69;30;107.46;29
5368;1967;Master;Together;44647.7;114.42;31;113.19;30
40151;1989;Basic;Married;27781.16;107.15;29;105.92;28
7148;1957;Master;Married;74133.32;122.1;39;120.87;38
1467;1985;Graduation;Divorced;56791;116.56;39;115.32;38
31885;1973;Graduation;Married;44911.09;109.24;31;108;30
4257;1964;Graduation;Single;44326.31;112.74;32;111.52;32
17645;1971;PhD;Divorced;38293.86;111.49;31;110.25;31
10906;1945;Graduation;Married;30471.54;110.04;30;108.81;29
13501;1985;Master;Single;57898.06;116.68;35;115.44;34
9801;1987;Graduation;Divorced;65224.66;116.9;37;115.66;37
25374;1970;Graduation;Widow;66227.04;118.94;36;117.71;35
1710;1958;Basic;Married;79540.82;125.86;39;124.62;38
12277;1970;Master;Together;83269.21;124.99;42;123.74;41
39875;1952;Graduation;Married;49616.96;115.78;35;114.57;34
26777;1971;Master;Divorced;42137.45;112.38;30;111.14;29
18630;1978;Graduation;Single;9612.42;101.73;25;100.51;24
2868;1988;Graduation;Married;35633.98;107.89;30;106.65;29
32287;1964;PhD;Single;52823;113.56;34;112.33;33
34368;1971;PhD;Single;15330.31;106.41;25;105.18;25
2111;1960;PhD;Together;2093.82;105.11;24;103.88;23
25477;1976;Master;Together;59047.72;117.35;36;116.13;35
14010;1975;Graduation;Married;28773.34;110.3;28;109.06;27
36185;1974;Graduation;Widow;78796.04;123.46;38;122.24;37
696;1951;PhD;Single;83837;122.28;43;121.05;42
48374;1984;Graduation;Single;64154.43;116;36;114.76;36
26684;1977;PhD;Together;59370.59;115.72;35;114.49;34
5580;1966;PhD;Married;56979.45;117.39;36;116.15;36
26656;1955;Graduation;Married;18215.1;104.49;25;103.26;24
21647;1990;Graduation;Together;73358.8;115.83;38;114.6;37
20026;1978;Master;Married;23625.13;108.25;30;107.01;29
21135;1962;PhD;Single;16562.37;103.26;26;102.02;25
32367;1978;Graduation;Married;35889.58;109.74;30;108.51;29
40218;1976;Master;Single;79802.68;119.88;41;118.65;40
10307;1970;Basic;Together;43651.51;116.85;32;115.62;31
45831;1976;Basic;Together;70880.8;119.45;39;118.21;38
28732;1971;PhD;Married;52212.64;112.25;31;111.02;30
37740;1964;Graduation;Together;45975.81;114.49;34;113.26;33
10769;1959;Graduation;Together;61285.02;117.98;39;116.73;38
45133;1954;Graduation;Single;47994.4;113.56;32;112.33;31
16965;1954;Master;Married;58673.39;117.87;38;116.64;37
13706;1953;Graduation;Single;83703.65;120.27;41;119.04;40
19647;1958;Master;Together;81376.23;124.06;42;122.83;41
35624;1951;PhD;Single;65682.83;117.21;38;115.97;37
28384;1950;2n Cycle;Married;60031.5;113.92;38;112.69;37
7578;1986;Graduation;Single;64506.74;115.35;36;114.12;35
12321;1968;Graduation;Together;83843.28;122.06;40;120.83;39
45222;1952;Master;Married;31160.05;109.99;29;108.77;28
39050;1981;2n Cycle;Single;65092.68;117.89;36;116.65;35
39016;1976;Graduation;Married;34596.61;110.45;28;109.22;27
14281;1968;2n Cycle;Together;55533.28;116.11;35;114.88;34
38587;1977;Graduation;Married;42217.1;109.5;29;108.27;28
42358;1973;Graduation;Together;46817.09;111.08;34;109.85;33
11765;1968;Master;Single;42719.45;109.96;32;108.74;32
21461;1977;Graduation;Together;41132.95;110.81;30;109.59;30
38790;1960;2n Cycle;Together;17164.14;106.89;25;105.65;24
21517;1954;Graduation;Together;36281.02;114.09;33;112.87;33
4062;1950;Basic;Together;61823.45;116.6;35;115.35;35
19447;1949;Graduation;Married;28427.59;110.09;30;108.87;29
25393;1978;Graduation;Divorced;19511.95;107.28;27;106.04;26
43120;1955;Graduation;Married;28791.42;111.99;29;110.76;28
26445;1946;2n Cycle;Married;42565.01;113.27;31;112.04;30
42127;1976;2n Cycle;Together;44927.96;108.34;31;107.1;30
48483;1955;Graduation;Single;24381.54;108.71;28;107.48;27
42806;1980;Graduation;Together;45788.03;110.68;33;109.44;32
29104;1990;Master;Married;77351.81;116.03;40;114.81;39
15172;1960;PhD;Together;84195.1;121.32;42;120.1;41
18559;1957;Graduation;Married;54197.03;117.25;31;116.02;30
23752;1943;PhD;Married;92911.56;121.96;44;120.73;43
1091;1986;Master;Married;31392.05;109.02;29;107.79;28
12072;1948;Graduation;Married;44157.1;112.3;31;111.07;30
27519;1981;PhD;Married;65162.58;118.86;36;117.62;35
7981;1972;PhD;Together;69887.83;115.72;38;114.48;37
31645;1979;Graduation;Single;73895.49;115.48;40;114.23;39
32141;1974;Master;Together;51150.58;110.53;32;109.3;31
39155;1972;Graduation;Together;64107.39;116.39;35;115.16;34
24000;1951;Master;Together;39662.25;113;30;111.77;29
4912;1948;PhD;Together;10547.19;106.43;23;105.21;22
38695;1950;Graduation;Single;70324.53;120.89;41;119.65;41
34500;1977;Graduation;Single;71849.67;116;38;114.77;37
47775;1974;Master;Single;68707.13;119.18;40;117.94;39
8802;1959;Graduation;Together;85777.51;122.72;42;121.49;41
14944;1962;Graduation;Single;54914.76;114.38;33;113.15;32
10952;1970;PhD;Together;76177.53;116.82;38;115.6;38
17391;1978;Graduation;Married;40776.44;109.37;29;108.13;29
1059;1947;Master;Together;67019.99;120.81;35;119.58;34
3756;1976;Graduation;Together;73697.35;119.67;40;118.43;39
22069;1970;PhD;Married;26906.5;108.55;28;107.32;27
36997;1968;Master;Married;42025.07;113.29;30;112.06;29
2409;1951;Graduation;Together;89683.95;124.67;42;123.44;41
43522;1976;Graduation;Married;34250.11;109.65;30;108.39;29
8823;1946;PhD;Married;75256.74;120.38;41;119.15;40
38467;1967;Graduation;Married;68904.58;119.42;41;118.19;40
29170;1988;2n Cycle;Married;29575.72;108.67;29;107.45;28
42137;1967;Master;Together;46063.62;112.5;33;111.25;32
8403;1964;Master;Divorced;70012.92;119.91;40;118.68;39
29723;1958;Master;Divorced;62518.2;115.88;39;114.66;38
27557;1986;PhD;Divorced;65815.68;114.03;38;112.8;37
26801;1978;Graduation;Divorced;35672.32;112.83;32;111.62;31
4310;1947;PhD;Married;83497.16;123.15;43;121.91;42
34493;1974;Graduation;Married;65175.92;118.34;35;117.11;34
1020;1950;2n Cycle;Single;52573.28;113.99;36;112.76;35
48829;1955;PhD;Married;79802.65;118.43;43;117.2;42
1117;1990;Graduation;Single;50323.07;114.36;33;113.14;32
48093;1970;2n Cycle;Married;30093.82;107.35;28;106.11;27
607;1963;Graduation;Together;79944.89;122;40;120.77;39
47471;1971;PhD;Single;34129.42;111.42;31;110.18;30
19368;1962;Graduation;Single;68134.47;115.49;39;114.27;38
34316;1955;Graduation;Married;43008.24;111.56;32;110.33;32
15065;1983;2n Cycle;Married;25811.69;106.89;28;105.65;28
4405;1987;Master;Widow;65347.25;118.63;36;117.39;35
27238;1960;Graduation;Married;42566.63;111.54;31;110.3;30
39731;1971;Graduation;Together;26078.14;107.92;27;106.7;26
26353;1969;Graduation;Single;24627.61;109.37;28;108.15;27
9388;1985;Master;Together;51130.18;112.58;31;111.35;30
38247;1946;Graduation;Together;40858.92;114.57;30;113.33;29
17276;1960;PhD;Married;35854.3;111.43;33;110.22;32
31263;1953;Graduation;Married;86839.17;121.01;41;119.78;41
20193;1978;Graduation;Married;29806.51;110.19;28;108.95;27
12171;1989;2n Cycle;Married;70961.48;119.25;40;118.02;39
9165;1963;2n Cycle;Single;22068.3;106.29;27;105.05;26
31937;1986;Master;Married;96702.23;124.72;45;123.5;44
14082;1973;Graduation;Married;90818.09;124.07;42;122.82;41
4702;1965;Graduation;Together;21347.52;108.67;28;107.44;27
25521;1949;Graduation;Together;62775.14;116.48;38;115.24;37
26675;1986;Master;Divorced;41406.17;114.39;30;113.15;29
30249;1976;Graduation;Single;90651.98;121.72;44;120.5;43
7348;1980;PhD;Married;75769.32;118.39;39;117.15;38
26351;1972;Graduation;Divorced;72334.58;118.51;37;117.29;36
2669;1958;Graduation;Single;33597.98;109.51;28;108.28;27
8454;1970;Graduation;Single;51479.33;111.5;32;110.28;31
19964;1976;Graduation;Together;60649.17;115.92;35;114.68;35
25916;1981;Master;Married;61026.91;117.94;37;116.71;37
27558;1943;Graduation;Together;80745.12;125.93;42;124.7;41
15282;1977;Graduation;Married;15297.18;105.73;26;104.51;25
4969;1952;Master;Married;47124.65;108.77;36;107.54;35
20075;1976;Graduation;Divorced;58485.99;116.92;34;115.7;33
48276;1977;Graduation;Divorced;40569.27;112.76;32;111.54;31
34098;1951;Graduation;Single;79476.51;119.85;41;118.62;40
26369;1986;Graduation;Married;52453.83;110.95;33;109.7;33
86;1971;Graduation;Married;44800.51;110.39;28;109.15;27
26194;1966;Graduation;Married;34115.34;111;30;109.77;29
48100;1969;PhD;Together;65836.93;117.46;36;116.23;35
29788;1965;Graduation;Married;41984.12;111.86;30;110.61;29
17914;1985;Master;Married;56980.07;113.81;37;112.58;36
18768;1963;Master;Married;54091.4;115.61;32;114.38;31
18443;1964;Graduation;Together;34712.88;111.38;31;110.15;30
34447;1970;Master;Divorced;84875.59;120.82;41;119.59;40
41832;1957;Graduation;Single;36042.39;112.49;32;111.26;31
28878;1964;Graduation;Together;24339.84;107.35;28;106.13;28
40135;1954;Master;Together;67585.64;121.09;34;119.87;33
35395;1985;Graduation;Married;47633.38;110.61;35;109.37;34
6275;1978;PhD;Single;41299.33;112.34;31;111.11;30
14180;1962;PhD;Married;39919.82;110.63;31;109.4;30
131;1952;2n Cycle;Married;64359.72;113.95;39;112.72;38
28840;1975;Graduation;Together;76705.31;119.09;38;117.85;37
27473;1973;Graduation;Widow;18698.31;108.02;27;106.79;26
34634;1955;Master;Married;44091.41;113.27;33;112.03;32
37596;1965;PhD;Married;72013.18;118.72;37;117.49;36
27313;1947;Master;Married;72918.76;120.11;39;118.86;38
11256;1968;Graduation;Married;19538.34;104.77;26;103.55;25
41770;1965;PhD;Married;71472.68;118.59;39;117.35;38
16402;1974;Graduation;Married;26963.26;110.79;26;109.55;25
27454;1969;Graduation;Together;64022.34;117.77;39;116.53;38
11048;1972;Graduation;Married;80136.09;120.1;42;118.85;42
6457;1981;Graduation;Married;71677.48;120.76;39;119.54;39
46500;1970;Master;Together;35424.54;109.49;31;108.23;30
19589;1957;PhD;Divorced;64354.88;114.08;37;112.84;36
24205;1959;Basic;Single;35792.19;111.64;33;110.4;32
46272;1978;PhD;Single;69620.11;119.03;36;117.82;35
5783;1983;Graduation;Together;44431.68;111.09;30;109.85;29
28190;1987;Graduation;Single;35908;111.78;30;110.55;30
11633;1975;Graduation;Together;19440.82;109.64;28;108.41;27
31607;1945;2n Cycle;Together;52299.16;115.84;33;114.62;32
33242;1976;Graduation;Married;83530.63;119.65;42;118.42;41
41188;1953;Master;Married;39169.53;110.84;34;109.6;33
43103;1981;Master;Together;34146.69;109.78;31;108.53;30
36810;1964;Graduation;Married;51464.3;116.84;33;115.61;33
49862;1984;2n Cycle;Married;68546.25;116.89;41;115.66;40
7302;1992;Master;Married;73454.44;116.54;39;115.31;38
42092;1970;Graduation;Married;31160.82;110.99;27;109.76;26
36850;1991;Graduation;Married;57681.39;116.56;36;115.33;35
49881;1988;2n Cycle;Widow;60901.77;118.35;37;117.11;36
40540;1971;PhD;Single;50949.28;116.66;33;115.43;32
6577;1956;Graduation;Divorced;49923.04;114.09;33;112.85;32
23645;1984;2n Cycle;Married;51834.27;114.95;34;113.73;33
31684;1990;Master;Married;61907.43;112.86;36;111.63;35
35217;1960;Graduation;Together;77277.55;115.93;36;114.7;35
30081;1977;PhD;Married;41962.22;109.22;33;107.98;33
34863;1960;Graduation;Married;62030.77;115.88;38;114.65;37
39287;1973;PhD;Single;16967.18;106.37;25;105.13;24
45533;1983;Graduation;Together;24818.24;107.85;29;106.61;28
35849;1951;Graduation;Single;38637.64;108.38;31;107.15;30
8386;1955;Graduation;Married;34802.82;111.36;30;110.13;29
21412;1949;Master;Divorced;93163.37;126.06;45;124.83;44
28541;1953;Graduation;Married;27160.67;109.02;29;107.78;28
12082;1980;Graduation;Married;24642.99;111.17;26;109.95;25
5410;1949;2n Cycle;Together;94523.34;125.37;46;124.13;45
47965;1961;Graduation;Married;28433.82;112.12;28;110.87;27
21488;1957;Graduation;Together;27032.6;107.24;29;105.99;28
16957;1985;Master;Married;78489.64;116.65;40;115.4;39
36781;1979;PhD;Married;13624.04;104.26;25;103.02;24
45270;1964;PhD;Married;42586.92;110.67;34;109.43;33
15167;1965;PhD;Married;56102.95;115.56;33;114.33;32
30298;1973;Master;Married;55591.99;112.65;33;111.42;32
29513;1974;Graduation;Single;79808.82;121.37;41;120.14;40
4874;1952;2n Cycle;Single;70912.59;118.98;41;117.77;40
32752;1968;Graduation;Single;48923.22;113.99;34;112.75;33
20095;1987;Master;Single;39807.53;108.07;30;106.83;29
26089;1987;PhD;Married;34017.61;109.36;30;108.13;30
34717;1955;Graduation;Together;35682.64;111.26;31;110.02;30
48260;1952;Master;Together;26887.27;108.53;30;107.3;29
6337;1989;Graduation;Together;24654.18;108.85;30;107.62;30
39992;1969;Graduation;Widow;69671.52;117.18;41;115.95;40
11164;1968;Graduation;Married;54169.05;118.54;32;117.31;31
2204;1973;PhD;Together;27118.33;108.25;29;107.03;28
32288;1976;Master;Widow;34285.49;108.45;29;107.22;28
17204;1976;Master;Married;37716.36;112.95;30;111.72;29
2419;1991;Master;Married;56915.31;113.98;36;112.74;35
27688;1973;Graduation;Single;81206.16;120.18;43;118.93;42
14998;1954;Graduation;Together;78572.31;122.63;39;121.39;38
36929;1985;Graduation;Together;70613.75;116.51;38;115.27;37
41000;1948;Master;Together;19512.1;109.34;26;108.09;25
33264;1952;PhD;Divorced;18454.56;106.48;26;105.26;25
38616;1979;Graduation;Married;63023.08;117.73;36;116.49;35
38967;1976;PhD;Married;84867.24;120.07;40;118.82;39
27761;1975;Graduation;Together;27071.66;107.95;27;106.72;26
27134;1969;Master;Together;66316.4;121.28;35;120.03;34
25279;1968;Master;Widow;65604.19;116.04;37;114.81;37
28129;1973;Graduation;Single;57652.01;117.39;36;116.16;35
7296;1962;PhD;Widow;64430.4;115.4;39;114.17;38
975;1985;Graduation;Divorced;36965.39;112.17;32;110.94;31
3051;1950;Master;Together;28777.11;109.56;31;108.33;30
37351;1947;2n Cycle;Married;36929.02;112.75;32;111.52;31
41928;1960;PhD;Single;40174.86;111.73;31;110.51;30
6565;1970;Graduation;Single;65486.96;116.42;37;115.18;36
44372;1957;2n Cycle;Married;29671.24;107.68;29;106.43;28
45334;1966;PhD;Single;64280.77;114.59;35;113.37;34
9328;1960;PhD;Divorced;59195.29;115.01;39;113.78;38
6772;1982;Graduation;Single;24219.19;107.88;28;106.63;27
2930;1965;Graduation;Together;75292.42;115.73;37;114.5;36
9835;1964;Graduation;Single;36957.61;112.14;31;110.91;30
15982;1967;2n Cycle;Married;51086.42;115.25;35;114.02;34
11470;1978;2n Cycle;Married;37396.29;109.45;28;108.22;27
15;1962;Graduation;Married;64162.04;115.85;39;114.62;38
2415;1951;Graduation;Married;40973.01;111.76;33;110.54;33
22221;1956;Master;Married;55491.66;115.11;33;113.86;32
9259;1956;Basic;Single;47883.67;114.87;33;113.63;32
31886;1956;Graduation;Married;35827.19;111.46;31;110.25;30
12159;1970;PhD;Divorced;51263.56;119.07;34;117.83;33
22167;1985;Graduation;Married;60873.98;116.83;36;115.6;35
39119;1950;Graduation;Married;85694.42;120.61;39;119.37;38
36667;1961;Graduation;Single;64005.44;117.62;36;116.39;35
30053;1953;Graduation;Married;40729.19;112.16;31;110.93;31
47547;1966;PhD;Married;21607.57;108.02;27;106.79;26
27712;1978;PhD;Married;63807.39;117.43;34;116.21;33
19435;1957;Graduation;Married;27004.01;111;29;109.77;28
12811;1956;2n Cycle;Single;23987.98;113.6;30;112.37;29
3673;1976;PhD;Together;27180.25;108.2;30;106.96;29
41245;1955;Graduation;Married;82335.51;119.44;40;118.19;39
48152;1966;PhD;Together;25557.09;108.22;32;107;31
49073;1968;Graduation;Single;23815.23;109.02;27;107.79;26
27243;1973;PhD;Together;46778.68;111.16;33;109.92;32
23930;1978;Graduation;Married;62803.13;117.8;33;116.57;33
35846;1957;Graduation;Married;59294.43;116.25;35;115.01;35
40911;1954;Graduation;Together;69930.16;122.86;40;121.63;39
20307;1972;Graduation;Widow;58002.55;118.19;38;116.95;37
12411;1969;Master;Divorced;26756.71;110.26;31;109.03;30
34301;1987;Master;Married;59004.08;113.42;37;112.19;36
26528;1977;Graduation;Together;53722.72;111.55;33;110.32;32
28641;1981;Basic;Together;56884.98;114.71;35;113.49;34
26178;1967;PhD;Divorced;78320.18;121.46;38;120.23;37
47395;1977;Graduation;Single;82130.97;121.73;41;120.5;40
10133;1971;PhD;Married;69649.26;119.07;38;117.85;37
22045;1975;Master;Married;24922.7;107.13;31;105.9;30
30145;1990;Graduation;Together;34726.9;110.02;29;108.78;28
46754;1967;Graduation;Together;18370.83;108.92;27;107.68;26
47133;1949;Graduation;Together;72642.52;122.78;42;121.55;41
37429;1975;Graduation;Together;29809.83;107.36;29;106.12;28
23132;1951;PhD;Single;20422.06;105.56;26;104.34;26
37342;1979;Graduation;Together;82530.78;124.08;42;122.84;41
8021;1955;PhD;Together;33170.34;107.75;29;106.51;28
29991;1951;PhD;Married;56781.28;115.5;39;114.27;38
33359;1959;Graduation;Divorced;58688.56;118.4;35;117.17;34
44950;1976;Graduation;Divorced;61284.38;116.03;36;114.79;35
5197;1970;Basic;Widow;35498.84;110.36;32;109.14;31
4584;1978;Graduation;Single;22593.32;108.32;27;107.08;26
32727;1981;Basic;Together;70492.25;118.84;40;117.61;39
19076;1955;Graduation;Single;51693.8;115.39;37;114.17;36
41340;1972;2n Cycle;Married;59987.18;115.02;37;113.79;36
17323;1971;Master;Together;17147.65;107.86;28;106.62;27
48668;1967;Graduation;Single;24382.18;108.83;28;107.59;27
490;1972;Master;Together;38196.51;109.3;31;108.08;30
42108;1941;Graduation;Married;69686.64;119.46;39;118.23;38
11797;1951;PhD;Single;38485.87;113.48;33;112.23;32
36015;1948;Graduation;Married;75344.3;120.02;39;118.78;38
3970;1968;PhD;Divorced;40475.82;114.06;32;112.82;31
28276;1943;PhD;Married;20567.54;108.89;25;107.66;25
28561;1982;PhD;Single;90142.66;122.6;40;121.38;39
36052;1957;Master;Single;17224.57;108.04;27;106.81;26
17360;1962;PhD;Together;51135.26;115.72;35;114.48;34
37140;1980;PhD;Together;53707.22;111.68;34;110.45;33
13925;1969;Graduation;Married;70109.59;120.41;38;119.19;37
27106;1958;PhD;Married;68328.06;117.3;39;116.06;38
17311;1990;Graduation;Married;23375.19;112.44;28;111.2;27
39291;1963;Graduation;Together;31863.74;107.68;28;106.45;28
517;1986;Graduation;Single;78485.56;117.77;38;116.52;38
38847;1957;Master;Single;38520.41;111.18;33;109.93;32
46137;1979;Master;Married;36690.77;113.54;30;112.32;29
46815;1968;PhD;Together;70366.12;118.26;41;117.02;40
45670;1981;2n Cycle;Married;53230.04;115.47;32;114.24;31
